id,container_number,vessel_id,container_type,status,destination,weight,priority,terminal,arrival_date
1170,ZTCU1139836,37,standard,dispatched,Felixstowe,19704.0,normal,Terminal C,2026-02-28
1171,WLMU3728089,80,standard,in_yard,Ningbo,2405.4,low,Terminal B,2026-06-19
1172,WLMU3070908,106,standard,in_yard,Tanjung Pelepas,11158.64,high,Terminal B,2026-04-30
1173,OPXU6875686,33,open_top,dispatched,Algeciras,19298.48,high,Terminal B,2026-07-16
1174,JHDU5541070,12,standard,dispatched,Tanjung Pelepas,17215.85,low,Terminal B,2026-06-12
1175,VNKU6949741,5,standard,dispatched,Piraeus,12986.65,urgent,Terminal A,2026-07-27
1176,QRSU6067099,115,reefer,in_yard,Tanjung Pelepas,19652.0,normal,Terminal A,2026-08-01
1177,BFPU4347166,88,standard,loaded,Santos,9827.62,low,Terminal C,2026-03-22
1178,OPXU7307661,70,dangerous_goods,dispatched,Los Angeles,5603.86,normal,Terminal B,2026-06-14
1179,JHDU6998844,65,standard,loaded,Tanjung Pelepas,26997.62,normal,Terminal A,2026-06-19
1180,VNKU2483592,99,dangerous_goods,dispatched,Ningbo,22452.43,normal,Terminal C,2026-07-26
1181,WLMU5921482,17,standard,dispatched,Hamburg,12476.5,low,Terminal C,2026-04-14
1182,ZTCU2420343,108,standard,dispatched,Los Angeles,10670.57,low,Terminal B,2026-01-03
1183,VNKU6558419,73,open_top,in_yard,Durban,19534.74,normal,Terminal A,2026-01-11
1184,OPXU9661473,90,standard,dispatched,Valencia,5546.47,high,Terminal B,2026-07-21
1185,JHDU6215882,39,reefer,delayed,Valencia,18215.26,normal,Terminal B,2026-02-28
1186,OPXU3030620,1,standard,in_yard,Los Angeles,14317.3,high,Terminal A,2026-01-08
1187,ZTCU3043656,51,standard,loaded,Jebel Ali,23327.04,high,Terminal B,2026-06-29
1188,WLMU8367376,106,open_top,dispatched,Tanjung Pelepas,5802.41,low,Terminal B,2026-04-30
1189,JHDU5037972,105,standard,dispatched,Nhava Sheva,7209.13,normal,Terminal B,2026-07-01
1190,ZTCU9270565,86,standard,in_yard,Piraeus,20138.97,low,Terminal A,2026-05-19
1191,VNKU3485821,105,standard,loaded,Durban,12125.16,normal,Terminal B,2026-06-30
1192,JHDU8457126,83,standard,delayed,Hamburg,14165.58,normal,Terminal B,2026-03-09
1193,OPXU7002009,2,standard,delayed,Santos,11069.69,normal,Terminal B,2026-06-24
1194,ZTCU3927571,66,reefer,loaded,Durban,10821.57,normal,Terminal A,2026-08-16
1195,BFPU6082320,36,open_top,in_yard,Valencia,11789.59,normal,Terminal B,2026-04-06
1196,JHDU9505716,74,dangerous_goods,loaded,Hamburg,20141.99,normal,Terminal B,2026-07-20
1197,WLMU7774201,75,standard,in_yard,Jebel Ali,8024.31,normal,Terminal A,2026-02-10
1198,JHDU8992883,120,standard,in_yard,Busan,4741.23,high,Terminal A,2026-07-30
1199,VNKU2079947,97,standard,in_yard,Singapore,24016.85,low,Terminal A,2026-01-03
1200,JHDU1494247,78,open_top,in_yard,Felixstowe,11818.35,urgent,Terminal A,2026-08-12
1201,QRSU9239341,26,standard,in_yard,Santos,21296.0,normal,Terminal A,2026-03-29
1202,WLMU1406730,12,reefer,dispatched,Santos,2864.22,low,Terminal B,2026-06-12
1203,BFPU7845563,47,reefer,delayed,Long Beach,6817.91,normal,Terminal C,2026-08-10
1204,BFPU4480849,25,reefer,loaded,Colombo,11268.62,high,Terminal C,2026-06-24
1205,ZTCU8363152,103,standard,loaded,Shanghai,16797.96,low,Terminal B,2026-03-16
1206,ZTCU9367003,13,standard,dispatched,Long Beach,2586.1,high,Terminal A,2026-03-11
1207,BFPU5217487,119,standard,loaded,Jebel Ali,27170.99,low,Terminal C,2026-03-07
1208,WLMU9389396,110,standard,dispatched,Nhava Sheva,20135.47,low,Terminal B,2026-06-05
1209,QRSU1502947,120,standard,loaded,Santos,10698.07,high,Terminal A,2026-07-29
1210,WLMU6529924,27,open_top,dispatched,Singapore,8126.05,low,Terminal A,2026-07-04
1211,ZTCU7983351,45,reefer,dispatched,Shanghai,25075.48,normal,Terminal A,2026-08-09
1212,JHDU1700297,35,standard,loaded,Busan,18908.76,normal,Terminal B,2026-05-20
1213,BFPU4821097,101,standard,in_yard,Santos,15888.83,high,Terminal A,2026-02-10
1214,VNKU1874771,71,standard,loaded,Hamburg,13172.68,normal,Terminal C,2026-01-03
1215,VNKU2979586,15,open_top,damaged,Colombo,11146.52,normal,Terminal B,2026-06-26
1216,OPXU2543349,31,reefer,in_yard,Nhava Sheva,16769.26,urgent,Terminal A,2026-08-13
1217,JHDU5193002,112,dangerous_goods,in_yard,Hamburg,13402.45,normal,Terminal C,2026-01-08
1218,WLMU5097740,45,flat_rack,in_yard,Piraeus,14446.24,low,Terminal A,2026-08-09
1219,QRSU4453773,10,standard,dispatched,Colombo,25338.64,high,Terminal A,2026-07-01
1220,QRSU7156124,92,dangerous_goods,in_yard,Busan,15697.95,normal,Terminal C,2026-01-22
1221,QRSU7892648,7,reefer,dispatched,Antwerp,4039.6,high,Terminal B,2026-04-08
1222,JHDU4536127,40,standard,dispatched,Hamburg,2932.56,normal,Terminal A,2026-06-22
1223,BFPU8612879,84,flat_rack,in_yard,Singapore,9027.76,normal,Terminal B,2026-06-03
1224,ZTCU2001936,106,standard,dispatched,Valencia,2490.06,normal,Terminal B,2026-05-01
1225,OPXU4451578,6,standard,dispatched,Nhava Sheva,3358.75,normal,Terminal B,2026-03-30
1226,ZTCU6640806,120,open_top,delayed,Durban,7630.15,low,Terminal A,2026-07-30
1227,VNKU1958290,111,dangerous_goods,loaded,Ningbo,24321.37,urgent,Terminal B,2026-03-29
1228,WLMU9705913,55,standard,damaged,Felixstowe,21386.48,high,Terminal C,2026-02-17
1229,ZTCU5709366,117,dangerous_goods,damaged,Shanghai,27968.96,high,Terminal A,2026-01-09
1230,WLMU7620309,44,standard,in_yard,Antwerp,19139.98,high,Terminal C,2026-06-17
1231,QRSU6385308,16,dangerous_goods,dispatched,Felixstowe,14030.83,normal,Terminal A,2026-07-19
1232,QRSU9056551,5,reefer,loaded,Tanjung Pelepas,3523.21,urgent,Terminal A,2026-07-28
1233,WLMU6268490,115,flat_rack,loaded,Antwerp,21915.4,normal,Terminal A,2026-08-02
1234,OPXU3927545,17,standard,dispatched,Singapore,8049.48,normal,Terminal C,2026-04-13
1235,WLMU8387157,88,reefer,in_yard,Busan,3581.13,normal,Terminal C,2026-03-22
1236,ZTCU6927978,33,standard,in_yard,Busan,11092.97,low,Terminal B,2026-07-17
1237,WLMU2299399,15,standard,in_yard,Colombo,23557.58,normal,Terminal B,2026-06-26
1238,VNKU5749368,83,standard,in_yard,Colombo,10709.63,normal,Terminal B,2026-03-09
1239,QRSU1522734,61,standard,in_yard,Hamburg,25708.69,low,Terminal A,2026-06-09
1240,QRSU9569737,104,reefer,dispatched,Durban,20533.85,urgent,Terminal B,2026-01-22
1241,WLMU1546929,107,reefer,in_yard,Shanghai,26834.66,urgent,Terminal C,2026-06-28
1242,WLMU8014220,73,standard,in_yard,Algeciras,22753.34,normal,Terminal A,2026-01-12
1243,QRSU4271952,41,dangerous_goods,in_yard,Busan,10545.8,high,Terminal A,2026-08-15
1244,VNKU6281742,30,reefer,in_yard,Busan,13570.19,urgent,Terminal A,2026-06-04
1245,ZTCU6905321,47,reefer,in_yard,Colombo,18986.58,normal,Terminal C,2026-08-10
1246,VNKU4854788,101,reefer,dispatched,Hamburg,26068.64,normal,Terminal A,2026-02-11
1247,WLMU3317607,87,reefer,dispatched,Long Beach,10159.95,low,Terminal A,2026-03-27
1248,OPXU9291304,65,reefer,dispatched,Jebel Ali,24786.55,low,Terminal A,2026-06-19
1249,QRSU8882947,54,reefer,in_yard,Singapore,23680.32,low,Terminal C,2026-08-24
1250,OPXU9638539,10,open_top,delayed,Tanjung Pelepas,11213.56,normal,Terminal A,2026-06-30
1251,QRSU2996986,92,standard,dispatched,Long Beach,17378.43,normal,Terminal C,2026-01-22
1252,JHDU6955200,10,flat_rack,delayed,Felixstowe,21258.13,normal,Terminal A,2026-07-01
1253,OPXU4077793,90,reefer,loaded,Algeciras,4178.53,high,Terminal B,2026-07-22
1254,JHDU8608923,87,standard,loaded,Algeciras,20785.86,normal,Terminal A,2026-03-26
1255,QRSU9276091,30,standard,loaded,Algeciras,17075.53,high,Terminal A,2026-06-04
1256,QRSU7443587,37,standard,in_yard,Hamburg,3090.3,urgent,Terminal C,2026-02-27
1257,WLMU5668364,56,reefer,dispatched,Los Angeles,11030.99,low,Terminal C,2026-04-15
1258,VNKU8363801,36,standard,in_yard,Antwerp,27708.94,high,Terminal B,2026-04-06
1259,QRSU3365639,86,standard,loaded,Algeciras,21626.48,low,Terminal A,2026-05-18
1260,WLMU4273782,115,standard,dispatched,Rotterdam,11608.05,normal,Terminal A,2026-08-02
1261,VNKU9739149,94,standard,loaded,Los Angeles,20622.52,high,Terminal B,2026-02-07
1262,VNKU9275454,57,standard,delayed,Antwerp,21022.48,low,Terminal B,2026-06-03
1263,ZTCU4731953,103,reefer,in_yard,Algeciras,10718.77,normal,Terminal B,2026-03-15
1264,JHDU6281634,91,open_top,in_yard,Los Angeles,26241.57,high,Terminal C,2026-02-25
1265,BFPU1597875,25,flat_rack,dispatched,Busan,5558.74,normal,Terminal C,2026-06-24
1266,OPXU5450761,87,standard,loaded,Jebel Ali,21072.58,normal,Terminal A,2026-03-26
1267,ZTCU9662181,82,open_top,dispatched,Rotterdam,13292.29,normal,Terminal A,2026-08-04
1268,OPXU1651169,91,standard,in_yard,Piraeus,18406.69,normal,Terminal C,2026-02-25
1269,WLMU4020978,62,open_top,dispatched,Ningbo,19367.37,normal,Terminal A,2026-02-04
1270,QRSU9069153,77,standard,in_yard,Ningbo,12909.44,normal,Terminal C,2026-04-16
1271,VNKU2943123,85,standard,damaged,Los Angeles,11037.04,normal,Terminal A,2026-04-09
1272,VNKU9206984,100,reefer,dispatched,Rotterdam,9564.19,normal,Terminal C,2026-07-29
1273,WLMU6422262,8,standard,in_yard,Piraeus,23034.79,normal,Terminal B,2026-07-07
1274,ZTCU5501616,117,standard,in_yard,Singapore,10021.28,normal,Terminal A,2026-01-08
1275,OPXU2850788,69,flat_rack,dispatched,Long Beach,5359.6,normal,Terminal B,2026-04-19
1276,VNKU2514189,103,dangerous_goods,in_yard,Colombo,21937.89,normal,Terminal B,2026-03-15
1277,OPXU7074992,67,standard,damaged,Nhava Sheva,12283.68,normal,Terminal A,2026-06-05
1278,OPXU7272664,103,standard,in_yard,Busan,26440.36,low,Terminal B,2026-03-15
1279,WLMU2720012,97,standard,dispatched,Singapore,6080.58,normal,Terminal A,2026-01-02
1280,BFPU5149152,81,standard,dispatched,Piraeus,19037.17,low,Terminal C,2026-07-18
1281,ZTCU2283911,111,standard,dispatched,Tanjung Pelepas,2524.01,normal,Terminal B,2026-03-28
1282,JHDU7561970,13,standard,dispatched,Ningbo,22404.07,normal,Terminal A,2026-03-10
1283,QRSU8699159,39,standard,in_yard,Durban,14256.41,normal,Terminal B,2026-02-28
1284,VNKU5673426,29,standard,delayed,Nhava Sheva,15171.43,normal,Terminal C,2026-07-16
1285,VNKU7253500,94,dangerous_goods,dispatched,Felixstowe,7825.58,urgent,Terminal B,2026-02-08
1286,OPXU8500846,99,standard,loaded,Ningbo,10643.32,high,Terminal C,2026-07-25
1287,WLMU3839639,13,standard,delayed,Durban,8499.2,low,Terminal A,2026-03-11
1288,JHDU4899524,67,standard,loaded,Tanjung Pelepas,10097.83,normal,Terminal A,2026-06-04
1289,QRSU7820513,5,open_top,in_yard,Santos,21630.99,high,Terminal A,2026-07-28
1290,JHDU4955049,41,standard,dispatched,Algeciras,16424.99,normal,Terminal A,2026-08-14
1291,ZTCU8142094,118,reefer,loaded,Rotterdam,6214.42,normal,Terminal A,2026-03-03
1292,VNKU2906975,26,standard,loaded,Jebel Ali,18280.29,normal,Terminal A,2026-03-29
1293,BFPU8015348,96,standard,in_yard,Tanjung Pelepas,27889.35,normal,Terminal A,2026-04-10
1294,QRSU7234947,67,reefer,in_yard,Ningbo,15604.53,normal,Terminal A,2026-06-05
1295,WLMU5215097,67,standard,in_yard,Long Beach,26104.07,normal,Terminal A,2026-06-04
1296,WLMU8950226,22,standard,loaded,Hamburg,14232.83,urgent,Terminal A,2026-01-24
1297,JHDU4148654,40,standard,in_yard,Felixstowe,10606.91,low,Terminal A,2026-06-22
1298,OPXU2120248,77,standard,loaded,Busan,10968.89,low,Terminal C,2026-04-16
1299,QRSU8149873,36,reefer,in_yard,Vancouver,21941.71,urgent,Terminal B,2026-04-06
1300,WLMU3557213,10,standard,in_yard,Jebel Ali,8836.38,low,Terminal A,2026-07-01
1301,WLMU5651273,43,flat_rack,dispatched,Vancouver,19380.92,normal,Terminal C,2026-04-01
1302,BFPU4889479,1,flat_rack,in_yard,Vancouver,5808.78,low,Terminal A,2026-01-07
1303,ZTCU1875589,42,standard,dispatched,Tanjung Pelepas,19285.9,normal,Terminal A,2026-07-26
1304,WLMU7597584,31,standard,loaded,Valencia,11229.78,high,Terminal A,2026-08-14
1305,ZTCU4588635,68,flat_rack,delayed,Antwerp,20495.04,high,Terminal A,2026-05-11
1306,JHDU5203347,63,reefer,loaded,Tanjung Pelepas,18954.4,low,Terminal C,2026-02-11
1307,VNKU6804775,110,reefer,in_yard,Nhava Sheva,24783.67,high,Terminal B,2026-06-04
1308,QRSU4003215,49,flat_rack,damaged,Santos,13494.09,normal,Terminal A,2026-02-24
1309,QRSU6510502,76,standard,loaded,Antwerp,15072.63,low,Terminal B,2026-01-08
1310,JHDU5612919,5,reefer,loaded,Antwerp,9128.52,low,Terminal A,2026-07-27
1311,JHDU8898869,111,flat_rack,dispatched,Valencia,6518.05,normal,Terminal B,2026-03-28
1312,QRSU1483804,5,reefer,dispatched,Jebel Ali,24643.74,low,Terminal A,2026-07-28
1313,BFPU3003648,107,standard,dispatched,Singapore,10170.15,high,Terminal C,2026-06-29
1314,OPXU1279750,110,standard,dispatched,Long Beach,25341.15,low,Terminal B,2026-06-05
1315,ZTCU7764121,67,standard,dispatched,Singapore,3688.83,high,Terminal A,2026-06-04
1316,QRSU2408761,94,standard,in_yard,Vancouver,7165.77,normal,Terminal B,2026-02-07
1317,JHDU1054096,82,standard,loaded,Los Angeles,10877.76,normal,Terminal A,2026-08-04
1318,VNKU2479112,73,standard,in_yard,Shanghai,6827.13,normal,Terminal A,2026-01-11
1319,OPXU1175132,99,standard,loaded,Shanghai,24807.16,urgent,Terminal C,2026-07-26
1320,JHDU4205892,108,reefer,dispatched,Ningbo,3386.72,normal,Terminal B,2026-01-02
1321,OPXU6293899,36,standard,dispatched,Antwerp,24972.78,low,Terminal B,2026-04-07
1322,JHDU8375236,34,standard,loaded,Durban,11453.94,high,Terminal B,2026-03-10
1323,JHDU3860089,107,standard,dispatched,Piraeus,6048.31,normal,Terminal C,2026-06-29
1324,JHDU5843397,45,standard,dispatched,Algeciras,16341.89,normal,Terminal A,2026-08-10
1325,WLMU4535328,12,standard,loaded,Singapore,25969.9,normal,Terminal B,2026-06-12
1326,OPXU8839101,61,reefer,loaded,Piraeus,19115.92,high,Terminal A,2026-06-10
1327,ZTCU7021076,90,open_top,in_yard,Tanjung Pelepas,14362.89,normal,Terminal B,2026-07-21
1328,QRSU6138452,24,standard,loaded,Rotterdam,13414.23,normal,Terminal C,2026-05-01
1329,VNKU8945220,94,dangerous_goods,in_yard,Colombo,17624.49,normal,Terminal B,2026-02-08
1330,ZTCU4930952,39,dangerous_goods,delayed,Algeciras,4804.24,normal,Terminal B,2026-03-01
1331,VNKU1479076,74,standard,in_yard,Ningbo,25051.48,urgent,Terminal B,2026-07-19
1332,BFPU3341247,73,standard,in_yard,Singapore,27228.45,normal,Terminal A,2026-01-11
1333,QRSU8695935,103,standard,loaded,Hamburg,7210.57,low,Terminal B,2026-03-16
1334,OPXU4962502,11,open_top,loaded,Busan,6007.59,normal,Terminal B,2026-01-22
1335,VNKU3673110,1,standard,loaded,Piraeus,20168.27,high,Terminal A,2026-01-08
1336,VNKU5072535,107,dangerous_goods,in_yard,Hamburg,10277.27,urgent,Terminal C,2026-06-29
1337,QRSU5751216,99,dangerous_goods,dispatched,Tanjung Pelepas,17520.41,normal,Terminal C,2026-07-26
1338,JHDU1451244,63,standard,dispatched,Busan,11597.45,normal,Terminal C,2026-02-10
1339,WLMU7680364,79,open_top,dispatched,Hamburg,14998.69,low,Terminal A,2026-08-25
1340,ZTCU6697318,56,standard,in_yard,Hamburg,9409.07,normal,Terminal C,2026-04-15
1341,QRSU8075570,5,standard,loaded,Algeciras,23690.04,normal,Terminal A,2026-07-27
1342,JHDU2701295,45,reefer,loaded,Rotterdam,6182.98,low,Terminal A,2026-08-10
1343,VNKU1194425,88,standard,damaged,Piraeus,12983.88,low,Terminal C,2026-03-22
1344,JHDU2945459,34,reefer,dispatched,Felixstowe,15053.6,high,Terminal B,2026-03-10
1345,WLMU7121365,109,standard,in_yard,Tanjung Pelepas,15824.5,normal,Terminal C,2026-08-02
1346,ZTCU6655862,20,flat_rack,dispatched,Antwerp,7137.94,high,Terminal C,2026-05-25
1347,ZTCU8797432,56,standard,in_yard,Valencia,13966.52,low,Terminal C,2026-04-15
1348,VNKU6661668,33,reefer,dispatched,Rotterdam,16111.46,low,Terminal B,2026-07-17
1349,ZTCU8495559,54,standard,dispatched,Vancouver,4903.77,normal,Terminal C,2026-08-25
1350,OPXU2410072,32,standard,in_yard,Hamburg,18455.92,normal,Terminal A,2026-01-22
1351,VNKU5095330,45,open_top,delayed,Algeciras,16795.78,low,Terminal A,2026-08-10
1352,ZTCU3462063,48,reefer,dispatched,Los Angeles,11929.74,urgent,Terminal A,2026-01-04
1353,JHDU6066483,44,standard,in_yard,Antwerp,20761.44,normal,Terminal C,2026-06-17
1354,VNKU2953294,108,dangerous_goods,loaded,Ningbo,18005.12,normal,Terminal B,2026-01-02
1355,BFPU1819251,89,standard,loaded,Tanjung Pelepas,9144.46,normal,Terminal A,2026-05-26
1356,WLMU1767426,36,reefer,delayed,Ningbo,9089.66,normal,Terminal B,2026-04-06
1357,VNKU3177128,101,standard,loaded,Long Beach,4525.84,normal,Terminal A,2026-02-11
1358,ZTCU5829008,29,reefer,dispatched,Felixstowe,17285.77,normal,Terminal C,2026-07-16
1359,VNKU8979292,70,open_top,in_yard,Long Beach,10310.71,high,Terminal B,2026-06-13
1360,BFPU9371405,60,standard,dispatched,Piraeus,8648.01,low,Terminal A,2026-04-28
1361,VNKU6793159,81,standard,dispatched,Algeciras,11598.98,normal,Terminal C,2026-07-18
1362,JHDU8841337,58,standard,dispatched,Jebel Ali,18230.89,normal,Terminal B,2026-05-26
1363,ZTCU5762844,98,reefer,loaded,Busan,11757.39,normal,Terminal C,2026-06-29
1364,BFPU3071885,78,standard,in_yard,Los Angeles,16839.37,low,Terminal A,2026-08-12
1365,BFPU7729618,99,reefer,loaded,Santos,12872.68,normal,Terminal C,2026-07-26
1366,QRSU2772324,99,reefer,dispatched,Long Beach,15059.92,normal,Terminal C,2026-07-25
1367,VNKU9301923,110,dangerous_goods,in_yard,Felixstowe,6081.16,high,Terminal B,2026-06-05
1368,ZTCU9936647,37,dangerous_goods,dispatched,Jebel Ali,19767.15,low,Terminal C,2026-02-28
1369,VNKU4168795,54,reefer,dispatched,Hamburg,17852.36,normal,Terminal C,2026-08-24
1370,WLMU7858110,77,flat_rack,in_yard,Busan,6327.93,normal,Terminal C,2026-04-16
1371,ZTCU7532030,48,reefer,delayed,Jebel Ali,13901.99,normal,Terminal A,2026-01-04
1372,VNKU4351841,23,standard,in_yard,Rotterdam,7382.19,normal,Terminal B,2026-07-22
1373,WLMU8443265,88,flat_rack,dispatched,Felixstowe,15005.59,low,Terminal C,2026-03-22
1374,OPXU5108127,112,standard,damaged,Rotterdam,21463.82,normal,Terminal C,2026-01-08
1375,WLMU8888801,111,open_top,in_yard,Tanjung Pelepas,26896.95,high,Terminal B,2026-03-28
1376,BFPU9961899,92,reefer,loaded,Singapore,9617.04,normal,Terminal C,2026-01-22
1377,VNKU9582547,47,reefer,loaded,Los Angeles,4694.2,high,Terminal C,2026-08-09
1378,OPXU7148254,93,standard,in_yard,Busan,22684.38,normal,Terminal A,2026-01-24
1379,JHDU2242680,43,standard,dispatched,Busan,21681.5,normal,Terminal C,2026-04-02
1380,BFPU8556058,43,reefer,loaded,Vancouver,2929.36,low,Terminal C,2026-04-02
1381,OPXU7221849,4,reefer,dispatched,Ningbo,26564.59,low,Terminal B,2026-02-21
1382,JHDU8379665,61,reefer,in_yard,Hamburg,5809.68,normal,Terminal A,2026-06-10
1383,JHDU4823830,33,standard,in_yard,Ningbo,5857.45,low,Terminal B,2026-07-17
1384,WLMU9670766,93,standard,dispatched,Jebel Ali,27282.49,normal,Terminal A,2026-01-25
1385,QRSU7341430,67,open_top,loaded,Jebel Ali,24640.34,normal,Terminal A,2026-06-05
1386,VNKU1238783,115,reefer,in_yard,Busan,10042.02,normal,Terminal A,2026-08-02
1387,BFPU3006411,78,reefer,loaded,Felixstowe,16804.61,normal,Terminal A,2026-08-12
1388,JHDU9793246,108,open_top,dispatched,Colombo,19270.35,normal,Terminal B,2026-01-02
1389,WLMU2127390,43,standard,damaged,Nhava Sheva,24688.01,urgent,Terminal C,2026-04-01
1390,WLMU9773624,58,standard,in_yard,Jebel Ali,19932.17,normal,Terminal B,2026-05-25
1391,JHDU8651518,30,standard,damaged,Antwerp,16351.37,low,Terminal A,2026-06-03
1392,BFPU2068187,94,open_top,in_yard,Ningbo,3582.49,normal,Terminal B,2026-02-08
1393,ZTCU1857027,60,standard,dispatched,Santos,14435.78,normal,Terminal A,2026-04-29
1394,ZTCU4606999,26,reefer,in_yard,Rotterdam,17124.55,high,Terminal A,2026-03-29
1395,VNKU4268180,93,reefer,dispatched,Felixstowe,27798.18,normal,Terminal A,2026-01-25
1396,QRSU9264542,77,reefer,in_yard,Valencia,15369.21,urgent,Terminal C,2026-04-17
1397,BFPU9928667,34,standard,in_yard,Nhava Sheva,15079.62,normal,Terminal B,2026-03-09
1398,OPXU9180242,97,standard,delayed,Algeciras,14233.16,low,Terminal A,2026-01-02
1399,VNKU6111027,98,standard,delayed,Long Beach,18584.96,normal,Terminal C,2026-06-28
1400,BFPU2823879,25,dangerous_goods,in_yard,Algeciras,9939.98,high,Terminal C,2026-06-25
